Date,Team,Opponent,Covered,Prediction,Vegas Line,Result,Prediction
3/18/2022,PHO,CHI,1,1,PHO -5.0,PHO -5.0,PHO -5.0
3/18/2022,ATL,MEM,1,1,ATL 6.0,ATL 6.0,ATL 6.0
3/18/2022,WAS,NYK,1,0,WAS 6.0,WAS 6.0,NYK -6
3/18/2022,LAL,TOR,1,0,LAL 8.0,LAL 8.0,TOR -8
3/18/2022,UTA,LAC,1,1,UTA -6.0,UTA -6.0,UTA -6.0
3/18/2022,MIA,OKC,0,0,MIA -14.5,OKC 14,OKC 14
3/18/2022,IND,HOU,0,0,IND -4.0,HOU 4,HOU 4
3/18/2022,LAC,UTA,0,0,LAC 6.0,UTA -6,UTA -6
3/18/2022,POR,BRK,1,0,POR 15.0,POR 15.0,BRK -15
3/18/2022,MEM,ATL,0,1,MEM -6.0,ATL 6,MEM -6.0
3/18/2022,NYK,WAS,0,1,NYK -6.0,WAS 6,NYK -6.0
3/18/2022,DAL,PHI,0,0,DAL 4.5,PHI -4,PHI -4
3/18/2022,BRK,POR,0,1,BRK -15.0,POR 15,BRK -15.0
3/18/2022,BOS,SAC,1,1,BOS -11.0,BOS -11.0,BOS -11.0
3/18/2022,TOR,LAL,0,0,TOR -8.0,LAL 8,LAL 8
3/18/2022,PHI,DAL,1,0,PHI -4.5,PHI -4.5,DAL 4
3/18/2022,HOU,IND,1,0,HOU 4.0,HOU 4.0,IND -4
3/18/2022,NOP,SAS,1,1,NOP 2.0,NOP 2.0,NOP 2.0
3/18/2022,SAC,BOS,0,1,SAC 11.0,BOS -11,SAC 11.0
3/18/2022,CLE,DEN,1,1,CLE 2.5,CLE 2.5,CLE 2.5
3/18/2022,OKC,MIA,1,0,OKC 14.5,OKC 14.5,MIA -14
3/18/2022,SAS,NOP,0,0,SAS -2.0,NOP 2,NOP 2
3/17/2022,ORL,DET,0,0,ORL -3.0,DET 3,DET 3
3/17/2022,DET,ORL,1,0,DET 3.0,DET 3.0,ORL -3
3/16/2022,POR,NYK,0,0,POR 13.0,NYK -13,NYK -13
3/16/2022,CHO,ATL,1,1,CHO 0.0,CHO 0.0,CHO 0.0
3/16/2022,WAS,DEN,0,0,WAS 6.0,DEN -6,DEN -6
3/16/2022,OKC,SAS,1,0,OKC 11.5,OKC 11.5,SAS -11
3/16/2022,GSW,BOS,0,1,GSW -1.5,BOS 1,GSW -1.5
3/16/2022,NYK,POR,1,1,NYK -13.0,NYK -13.0,NYK -13.0
3/16/2022,BRK,DAL,1,1,BRK 3.0,BRK 3.0,BRK 3.0
3/16/2022,MIL,SAC,1,0,MIL -8.5,MIL -8.5,SAC 8
3/16/2022,MIN,LAL,1,1,MIN -8.0,MIN -8.0,MIN -8.0
3/16/2022,TOR,LAC,1,1,TOR -2.0,TOR -2.0,TOR -2.0
3/16/2022,UTA,CHI,1,1,UTA -7.0,UTA -7.0,UTA -7.0
3/16/2022,SAS,OKC,0,0,SAS -11.5,OKC 11,OKC 11
3/16/2022,BOS,GSW,1,1,BOS 1.5,BOS 1.5,BOS 1.5
3/16/2022,CLE,PHI,0,1,CLE 4.0,PHI -4,CLE 4.0
3/16/2022,HOU,PHO,0,0,HOU 10.0,PHO -10,PHO -10
3/16/2022,PHO,HOU,1,1,PHO -10.0,PHO -10.0,PHO -10.0
3/16/2022,CHI,UTA,0,0,CHI 0.0,UTA 0,UTA 0
3/16/2022,DEN,WAS,1,0,DEN -6.0,DEN -6.0,WAS 6
3/16/2022,DAL,BRK,0,0,DAL -3.0,BRK 3,BRK 3
3/16/2022,PHI,CLE,0,0,PHI -4.0,CLE 4,CLE 4
3/16/2022,ATL,CHO,0,0,ATL -0.0,CHO 0,CHO 0
3/16/2022,LAC,TOR,0,1,LAC 2.0,TOR -2,LAC 2.0
3/16/2022,LAL,MIN,0,0,LAL 8.0,MIN -8,MIN -8
3/16/2022,SAC,MIL,0,1,SAC 8.5,MIL -8,SAC 8.5
3/15/2022,PHO,NOP,1,1,PHO -4.5,PHO -4.5,PHO -4.5
3/15/2022,MIA,DET,0,0,MIA -14.0,DET 14,DET 14
3/15/2022,DET,MIA,1,1,DET 14.0,DET 14.0,DET 14.0
3/15/2022,ORL,BRK,0,1,ORL 10.0,BRK -10,ORL 10.0
3/15/2022,IND,MEM,0,0,IND 6.5,MEM -6,MEM -6
3/15/2022,MEM,IND,1,1,MEM -6.5,MEM -6.5,MEM -6.5
3/15/2022,NOP,PHO,0,0,NOP 4.5,PHO -4,PHO -4
3/15/2022,BRK,ORL,1,1,BRK -10.0,BRK -10.0,BRK -10.0
3/14/2022,OKC,CHO,0,0,OKC 11.5,CHO -11,CHO -11
3/14/2022,PHI,DEN,0,0,PHI -3.5,DEN 3,DEN 3
3/14/2022,SAC,CHI,1,1,SAC 4.5,SAC 4.5,SAC 4.5
3/14/2022,CLE,LAC,1,0,CLE -7.0,CLE -7.0,LAC 7
3/14/2022,SAS,MIN,0,0,SAS 3.5,MIN -3,MIN -3
3/14/2022,LAC,CLE,0,0,LAC 7.0,CLE -7,CLE -7
3/14/2022,CHI,SAC,0,0,CHI -11.5,SAC 11,SAC 11
3/14/2022,ATL,POR,0,0,ATL -14.0,POR 14,POR 14
3/14/2022,POR,ATL,1,0,POR 14.0,POR 14.0,ATL -14
3/14/2022,UTA,MIL,0,1,UTA -2.0,MIL 2,UTA -2.0
3/14/2022,GSW,WAS,1,1,GSW -11.5,GSW -11.5,GSW -11.5
3/14/2022,MIN,SAS,1,1,MIN -3.5,MIN -3.5,MIN -3.5
3/14/2022,LAL,TOR,0,0,LAL 4.5,TOR -4,TOR -4
3/14/2022,CHO,OKC,1,0,CHO -11.5,CHO -11.5,OKC 11
3/14/2022,WAS,GSW,0,1,WAS 11.5,GSW -11,WAS 11.5
3/14/2022,TOR,LAL,1,1,TOR -4.5,TOR -4.5,TOR -4.5
3/14/2022,MIL,UTA,1,1,MIL 2.0,MIL 2.0,MIL 2.0
3/14/2022,DEN,PHI,1,0,DEN 3.5,DEN 3.5,PHI -3
3/13/2022,MEM,OKC,0,0,MEM -15.0,OKC 15,OKC 15
3/13/2022,PHI,ORL,0,0,PHI -10.5,ORL 10,ORL 10
3/13/2022,LAC,DET,0,0,LAC -4.0,DET 4,DET 4
3/13/2022,HOU,NOP,0,0,HOU 6.5,NOP -6,NOP -6
3/13/2022,DET,LAC,0,1,DET 4.0,LAC -4,DET 4.0
3/13/2022,NOP,HOU,1,0,NOP -6.5,NOP -6.5,HOU 6
3/13/2022,DAL,BOS,1,1,DAL 7.0,DAL 7.0,DAL 7.0
3/13/2022,LAL,PHO,0,0,LAL 7.5,PHO -7,PHO -7
3/13/2022,OKC,MEM,1,0,OKC 15.0,OKC 15.0,MEM -15
3/13/2022,BOS,DAL,0,1,BOS -7.0,DAL 7,BOS -7.0
3/13/2022,BRK,NYK,0,1,BRK -5.5,NYK 5,BRK -5.5
3/13/2022,NYK,BRK,1,1,NYK 5.5,NYK 5.5,NYK 5.5
3/13/2022,IND,ATL,1,1,IND 12.5,IND 12.5,IND 12.5
3/13/2022,ATL,IND,0,0,ATL -12.5,IND 12,IND 12
3/13/2022,PHO,LAL,1,1,PHO -7.5,PHO -7.5,PHO -7.5
3/13/2022,ORL,PHI,1,1,ORL 10.5,ORL 10.5,ORL 10.5
3/12/2022,UTA,SAC,0,1,UTA -9.0,SAC 9,UTA -9.0
3/12/2022,MIA,MIN,0,1,MIA -3.5,MIN 3,MIA -3.5
3/12/2022,MIL,GSW,0,1,MIL -2.0,GSW 2,MIL -2.0
3/12/2022,TOR,DEN,1,1,TOR 7.0,TOR 7.0,TOR 7.0
3/12/2022,WAS,POR,0,0,WAS -6.5,POR 6,POR 6
3/12/2022,DEN,TOR,0,0,DEN -7.0,TOR 7,TOR 7
3/12/2022,MIN,MIA,1,1,MIN 3.5,MIN 3.5,MIN 3.5
3/12/2022,POR,WAS,1,0,POR 6.5,POR 6.5,WAS -6
3/12/2022,IND,SAS,1,0,IND 1.5,IND 1.5,SAS -1
3/12/2022,CLE,CHI,0,0,CLE 5.0,CHI -5,CHI -5
3/12/2022,SAC,UTA,0,0,SAC 9.0,UTA -9,UTA -9
3/12/2022,SAS,IND,0,0,SAS -1.5,IND 1,IND 1
3/12/2022,GSW,MIL,1,1,GSW 2.0,GSW 2.0,GSW 2.0
3/11/2022,PHO,TOR,0,0,PHO -5.0,TOR 5,TOR 5
3/11/2022,UTA,SAS,0,0,UTA -5.5,SAS 5,SAS 5
3/11/2022,LAC,ATL,1,0,LAC 7.5,LAC 7.5,ATL -7
3/11/2022,ATL,LAC,0,0,ATL -7.5,LAC 7,LAC 7
3/11/2022,LAL,WAS,1,0,LAL -4.5,LAL -4.5,WAS 4
3/11/2022,MIA,CLE,1,1,MIA -8.0,MIA -8.0,MIA -8.0
3/11/2022,HOU,DAL,0,1,HOU 11.0,DAL -11,HOU 11.0
3/11/2022,WAS,LAL,0,0,WAS 4.5,LAL -4,LAL -4
3/11/2022,BOS,DET,0,0,BOS -14.0,DET 14,DET 14
3/11/2022,MIN,ORL,0,1,MIN -8.5,ORL 8,MIN -8.5
3/11/2022,CHO,NOP,1,0,CHO -3.0,CHO -3.0,NOP 3
3/11/2022,ORL,MIN,1,1,ORL 8.5,ORL 8.5,ORL 8.5
3/11/2022,DET,BOS,1,1,DET 14.0,DET 14.0,DET 14.0
3/11/2022,NYK,MEM,1,1,NYK 9.0,NYK 9.0,NYK 9.0
3/11/2022,DAL,HOU,1,0,DAL -11.0,DAL -11.0,HOU 11
3/11/2022,SAS,UTA,1,1,SAS 5.5,SAS 5.5,SAS 5.5
3/11/2022,NOP,CHO,0,0,NOP 3.0,CHO -3,CHO -3
3/11/2022,MEM,NYK,0,0,MEM -9.0,NYK 9,NYK 9
3/11/2022,CLE,MIA,0,0,CLE 8.0,MIA -8,MIA -8
3/11/2022,TOR,PHO,1,1,TOR 5.0,TOR 5.0,TOR 5.0
3/10/2022,PHI,BRK,0,0,PHI -4.0,BRK 4,BRK 4
3/10/2022,GSW,DEN,1,0,GSW -1.0,GSW -1.0,DEN 1
3/10/2022,DEN,GSW,0,1,DEN 1.0,GSW -1,DEN 1.0
3/10/2022,BRK,PHI,1,1,BRK 4.0,BRK 4.0,BRK 4.0
3/9/2022,CHO,BOS,0,1,CHO 7.0,BOS -7,CHO 7.0
3/9/2022,ORL,NOP,1,0,ORL 8.5,ORL 8.5,NOP -8
3/9/2022,TOR,SAS,1,0,TOR -1.0,TOR -1.0,SAS 1
3/9/2022,MIN,OKC,1,1,MIN -15.5,MIN -15.5,MIN -15.5
3/9/2022,ATL,MIL,0,0,ATL 4.5,MIL -4,MIL -4
3/9/2022,MIL,ATL,1,1,MIL -4.5,MIL -4.5,MIL -4.5
3/9/2022,CHI,DET,1,0,CHI 7.0,CHI 7.0,DET -7
3/9/2022,PHO,MIA,1,1,PHO 4.0,PHO 4.0,PHO 4.0
3/9/2022,SAC,DEN,1,0,SAC 6.5,SAC 6.5,DEN -6
3/9/2022,BOS,CHO,1,0,BOS -7.0,BOS -7.0,CHO 7
3/9/2022,DET,CHI,1,1,DET 6.5,DET 6.5,DET 6.5
3/9/2022,HOU,LAL,1,1,HOU 7.5,HOU 7.5,HOU 7.5
3/9/2022,NOP,ORL,0,0,NOP -8.5,ORL 8,ORL 8
3/9/2022,MIA,PHO,0,1,MIA -4.0,PHO 4,MIA -4.0
3/9/2022,OKC,MIN,0,0,OKC 15.5,MIN -15,MIN -15
3/9/2022,DEN,SAC,0,0,DEN -6.5,SAC 6,SAC 6
3/9/2022,SAS,TOR,0,0,SAS 1.0,TOR -1,TOR -1
3/9/2022,LAL,HOU,0,0,LAL -7.5,HOU 7,HOU 7
3/9/2022,WAS,LAC,0,1,WAS 3.5,LAC -3,WAS 3.5
3/9/2022,LAC,WAS,1,0,LAC -3.5,LAC -3.5,WAS 3
3/9/2022,POR,UTA,0,0,POR 19.5,UTA -19,UTA -19
3/9/2022,NYK,DAL,1,1,NYK 9.0,NYK 9.0,NYK 9.0
3/9/2022,DAL,NYK,0,0,DAL -9.0,NYK 9,NYK 9
3/9/2022,UTA,POR,1,0,UTA -19.5,UTA -19.5,POR 19
3/8/2022,OKC,MIL,0,0,OKC 13.5,MIL -13,MIL -13
3/8/2022,GSW,LAC,1,0,GSW -6.0,GSW -6.0,LAC 6
3/8/2022,LAC,GSW,0,1,LAC 6.0,GSW -6,LAC 6.0
3/8/2022,IND,CLE,0,0,IND 2.5,CLE -2,CLE -2
3/8/2022,CHO,BRK,0,1,CHO 4.5,BRK -4,CHO 4.5
3/8/2022,MEM,NOP,1,1,MEM -8.0,MEM -8.0,MEM -8.0
3/8/2022,BRK,CHO,1,0,BRK -4.5,BRK -4.5,CHO 4
3/8/2022,ORL,PHO,1,1,ORL 6.5,ORL 6.5,ORL 6.5
3/8/2022,CLE,IND,1,0,CLE -2.5,CLE -2.5,IND 2
3/8/2022,PHO,ORL,0,0,PHO -6.5,ORL 6,ORL 6
3/8/2022,NOP,MEM,0,1,NOP 8.0,MEM -8,NOP 8.0
3/8/2022,MIL,OKC,1,0,MIL -13.5,MIL -13.5,OKC 13
3/7/2022,POR,MIN,0,0,POR 13.5,MIN -13,MIN -13
3/7/2022,DET,ATL,1,1,DET 7.5,DET 7.5,DET 7.5
3/7/2022,SAS,LAL,1,0,SAS -6.5,SAS -6.5,LAL 6
3/7/2022,HOU,MIA,0,1,HOU 17.0,MIA -17,HOU 17.0
3/7/2022,MIA,HOU,0,0,MIA -17.0,HOU 17,HOU 17
3/7/2022,PHI,CHI,1,1,PHI -7.5,PHI -7.5,PHI -7.5
3/7/2022,MIN,POR,1,1,MIN -13.5,MIN -13.5,MIN -13.5
3/7/2022,UTA,DAL,0,0,UTA -1.0,DAL 1,DAL 1
3/7/2022,ATL,DET,0,0,ATL -7.5,DET 7,DET 7
3/7/2022,LAL,SAS,0,0,LAL 6.5,SAS -6,SAS -6
3/7/2022,SAC,NYK,0,0,SAC -4.0,NYK 4,NYK 4
3/7/2022,DAL,UTA,1,1,DAL 1.0,DAL 1.0,DAL 1.0
3/7/2022,NYK,SAC,1,1,NYK 4.0,NYK 4.0,NYK 4.0
3/6/2022,BRK,BOS,0,0,BRK 6.0,BOS -6,BOS -6
3/6/2022,TOR,CLE,0,1,TOR 4.5,CLE -4,TOR 4.5
3/6/2022,IND,WAS,0,0,IND 2.5,WAS -2,WAS -2
3/6/2022,OKC,UTA,1,1,OKC 14.0,OKC 14.0,OKC 14.0
3/6/2022,MEM,HOU,0,0,MEM -10.5,HOU 10,HOU 10
3/6/2022,WAS,IND,1,0,WAS -2.5,WAS -2.5,IND 2
3/6/2022,LAC,NYK,0,0,LAC -5.5,NYK 5,NYK 5
3/6/2022,DEN,NOP,1,1,DEN -4.5,DEN -4.5,DEN -4.5
3/6/2022,UTA,OKC,0,0,UTA -14.0,OKC 14,OKC 14
3/6/2022,PHO,MIL,0,1,PHO 9.0,MIL -9,PHO 9.0
3/6/2022,NOP,DEN,0,1,NOP 4.5,DEN -4,NOP 4.5
3/6/2022,HOU,MEM,1,1,HOU 10.5,HOU 10.5,HOU 10.5
3/6/2022,CLE,TOR,1,0,CLE -4.5,CLE -4.5,TOR 4
3/6/2022,NYK,LAC,1,0,NYK 5.5,NYK 5.5,LAC -5
3/6/2022,MIL,PHO,1,0,MIL -9.0,MIL -9.0,PHO 9
3/6/2022,BOS,BRK,0,0,BOS -6.0,BRK 6,BRK 6
3/5/2022,GSW,LAL,0,0,GSW -5.5,LAL 5,LAL 5
3/5/2022,MIA,PHI,1,1,MIA -5.5,MIA -5.5,MIA -5.5
3/5/2022,SAS,CHO,0,0,SAS 4.0,CHO -4,CHO -4
3/5/2022,MEM,ORL,1,0,MEM -16.0,MEM -16.0,ORL 16
3/5/2022,POR,MIN,0,0,POR 13.5,MIN -13,MIN -13
3/5/2022,SAC,DAL,1,0,SAC 4.5,SAC 4.5,DAL -4
3/5/2022,ORL,MEM,0,1,ORL 16.0,MEM -16,ORL 16.0
3/5/2022,CHO,SAS,1,1,CHO -4.0,CHO -4.0,CHO -4.0
3/5/2022,DAL,SAC,0,0,DAL -4.5,SAC 4,SAC 4
3/5/2022,MIN,POR,1,0,MIN -13.5,MIN -13.5,POR 13
3/5/2022,PHI,MIA,0,1,PHI 5.5,MIA -5,PHI 5.5
3/5/2022,LAL,GSW,1,0,LAL 5.5,LAL 5.5,GSW -5
3/4/2022,MIN,OKC,1,0,MIN -9.5,MIN -9.5,OKC 9
3/4/2022,NYK,PHO,1,0,NYK 6.5,NYK 6.5,PHO -6
3/4/2022,PHI,CLE,0,1,PHI -8.0,CLE 8,PHI -8.0
3/4/2022,OKC,MIN,0,0,OKC 9.5,MIN -9,MIN -9
3/4/2022,UTA,NOP,0,0,UTA -4.5,NOP 4,NOP 4
3/4/2022,NOP,UTA,1,1,NOP 4.5,NOP 4.5,NOP 4.5
3/4/2022,DEN,HOU,1,1,DEN -8.5,DEN -8.5,DEN -8.5
3/4/2022,IND,DET,0,0,IND -2.5,DET 2,DET 2
3/4/2022,ATL,WAS,0,0,ATL -6.0,WAS 6,WAS 6
3/4/2022,CLE,PHI,1,0,CLE 8.0,CLE 8.0,PHI -8
3/4/2022,DET,IND,1,1,DET 2.5,DET 2.5,DET 2.5
3/4/2022,PHO,NYK,0,1,PHO -6.5,NYK 6,PHO -6.5
3/4/2022,WAS,ATL,1,1,WAS 6.0,WAS 6.0,WAS 6.0
3/4/2022,MIL,CHI,1,0,MIL -5.0,MIL -5.0,CHI 5
3/4/2022,HOU,DEN,0,0,HOU 8.5,DEN -8,DEN -8
3/3/2022,ATL,CHI,1,1,ATL -1.5,ATL -1.5,ATL -1.5
3/3/2022,MIA,BRK,1,1,MIA 3.0,MIA 3.0,MIA 3.0
3/3/2022,SAC,SAS,1,0,SAC 6.5,SAC 6.5,SAS -6
3/3/2022,LAC,LAL,1,1,LAC -2.0,LAC -2.0,LAC -2.0
3/3/2022,TOR,DET,0,0,TOR -8.0,DET 8,DET 8
3/3/2022,GSW,DAL,0,1,GSW 2.0,DAL -2,GSW 2.0
3/3/2022,DET,TOR,1,1,DET 8.0,DET 8.0,DET 8.0
3/3/2022,SAS,SAC,0,0,SAS -6.5,SAC 6,SAC 6
3/3/2022,MEM,BOS,0,0,MEM 2.5,BOS -2,BOS -2
3/3/2022,DAL,GSW,1,1,DAL -2.0,DAL -2.0,DAL -2.0
3/3/2022,BOS,MEM,1,1,BOS -2.5,BOS -2.5,BOS -2.5
3/3/2022,LAL,LAC,0,0,LAL 2.0,LAC -2,LAC -2
3/3/2022,BRK,MIA,0,0,BRK -3.0,MIA 3,MIA 3
3/2/2022,NOP,SAC,1,1,NOP -6.5,NOP -6.5,NOP -6.5
3/2/2022,PHO,POR,1,0,PHO -11.0,PHO -11.0,POR 11
3/2/2022,DEN,OKC,0,0,DEN -15.5,OKC 15,OKC 15
3/2/2022,MIA,MIL,1,1,MIA 4.5,MIA 4.5,MIA 4.5
3/2/2022,HOU,UTA,1,1,HOU 15.0,HOU 15.0,HOU 15.0
3/2/2022,SAC,NOP,0,0,SAC 6.5,NOP -6,NOP -6
3/2/2022,POR,PHO,0,0,POR 11.0,PHO -11,PHO -11
3/2/2022,NYK,PHI,0,0,NYK 10.5,PHI -10,PHI -10
3/2/2022,PHI,NYK,1,0,PHI -10.5,PHI -10.5,NYK 10
3/2/2022,IND,ORL,1,0,IND -2.0,IND -2.0,ORL 2
3/2/2022,CHO,CLE,1,1,CHO 4.5,CHO 4.5,CHO 4.5
3/2/2022,CLE,CHO,0,0,CLE -4.5,CHO 4,CHO 4
3/2/2022,ORL,IND,0,0,ORL 2.0,IND -2,IND -2
3/2/2022,OKC,DEN,1,1,OKC 15.5,OKC 15.5,OKC 15.5
3/2/2022,UTA,HOU,0,0,UTA -15.0,HOU 15,HOU 15
3/2/2022,MIL,MIA,0,1,MIL -4.5,MIA 4,MIL -4.5
3/1/2022,HOU,LAC,0,0,HOU 7.0,LAC -7,LAC -7
3/1/2022,LAL,DAL,0,0,LAL 4.5,DAL -4,DAL -4
3/1/2022,DET,WAS,0,0,DET 3.0,WAS -3,WAS -3
3/1/2022,MIN,GSW,1,1,MIN 4.0,MIN 4.0,MIN 4.0
3/1/2022,BOS,ATL,1,0,BOS -6.5,BOS -6.5,ATL 6
3/1/2022,ATL,BOS,0,1,ATL 6.5,BOS -6,ATL 6.5
3/1/2022,BRK,TOR,1,0,BRK 8.0,BRK 8.0,TOR -8
3/1/2022,GSW,MIN,0,0,GSW -4.0,MIN 4,MIN 4
3/1/2022,TOR,BRK,0,0,TOR -8.0,BRK 8,BRK 8
3/1/2022,WAS,DET,0,0,WAS -3.0,DET 3,DET 3
3/1/2022,LAC,HOU,1,0,LAC -7.0,LAC -7.0,HOU 7
3/1/2022,DAL,LAL,1,0,DAL -4.5,DAL -4.5,LAL 4
2/28/2022,CHO,MIL,0,1,CHO 10.5,MIL -10,CHO 10.5
2/28/2022,MIA,CHI,1,1,MIA -4.5,MIA -4.5,MIA -4.5
2/28/2022,TOR,BRK,1,0,TOR -3.0,TOR -3.0,BRK 3
2/28/2022,CLE,MIN,0,1,CLE 3.5,MIN -3,CLE 3.5
2/28/2022,MIL,CHO,1,0,MIL -10.5,MIL -10.5,CHO 10
2/28/2022,MEM,SAS,1,0,MEM -8.5,MEM -8.5,SAS 8
2/28/2022,ORL,IND,1,0,ORL -2.5,ORL -2.5,IND 2
2/28/2022,SAC,OKC,1,0,SAC -5.5,SAC -5.5,OKC 5
2/28/2022,OKC,SAC,0,0,OKC 5.5,SAC -5,SAC -5
2/28/2022,SAS,MEM,0,1,SAS 8.5,MEM -8,SAS 8.5
2/28/2022,CHI,MIA,0,1,CHI 10.5,MIA -10,CHI 10.5
2/28/2022,BRK,TOR,0,0,BRK 3.0,TOR -3,TOR -3
2/28/2022,MIN,CLE,1,0,MIN -3.5,MIN -3.5,CLE 3
2/28/2022,IND,ORL,0,0,IND 2.5,ORL -2,ORL -2
2/27/2022,PHO,UTA,0,1,PHO 3.0,UTA -3,PHO 3.0
2/27/2022,HOU,LAC,1,0,HOU 6.5,HOU 6.5,LAC -6
2/27/2022,IND,BOS,1,1,IND 9.5,IND 9.5,IND 9.5
2/27/2022,CHO,DET,0,0,CHO -10.5,DET 10,DET 10
2/27/2022,UTA,PHO,1,1,UTA -3.0,UTA -3.0,UTA -3.0
2/27/2022,LAL,NOP,0,0,LAL -2.5,NOP 2,NOP 2
2/27/2022,BOS,IND,0,1,BOS -9.5,IND 9,BOS -9.5
2/27/2022,NOP,LAL,1,1,NOP 2.5,NOP 2.5,NOP 2.5
2/27/2022,LAC,HOU,0,1,LAC -6.5,HOU 6,LAC -6.5
2/27/2022,GSW,DAL,0,1,GSW -4.0,DAL 4,GSW -4.0
2/27/2022,NYK,PHI,0,0,NYK 7.5,PHI -7,PHI -7
2/27/2022,DEN,POR,1,1,DEN -8.5,DEN -8.5,DEN -8.5
2/27/2022,DAL,GSW,1,1,DAL 4.0,DAL 4.0,DAL 4.0
2/27/2022,PHI,NYK,1,0,PHI -7.5,PHI -7.5,NYK 7
2/27/2022,DET,CHO,1,1,DET 10.5,DET 10.5,DET 10.5
2/27/2022,POR,DEN,0,1,POR 8.5,DEN -8,POR 8.5
2/26/2022,ATL,TOR,1,1,ATL -3.5,ATL -3.5,ATL -3.5
2/26/2022,BRK,MIL,1,1,BRK 9.5,BRK 9.5,BRK 9.5
2/26/2022,MIA,SAS,0,0,MIA -13.0,SAS 13,SAS 13
2/26/2022,DET,BOS,1,1,DET 12.5,DET 12.5,DET 12.5
2/26/2022,TOR,ATL,0,0,TOR 3.5,ATL -3,ATL -3
2/26/2022,SAS,MIA,1,1,SAS 13.0,SAS 13.0,SAS 13.0
2/26/2022,BOS,DET,0,1,BOS -12.5,DET 12,BOS -12.5
2/26/2022,MEM,CHI,1,0,MEM -2.0,MEM -2.0,CHI 2
2/26/2022,CLE,WAS,0,0,CLE -8.5,WAS 8,WAS 8
2/26/2022,MIL,BRK,0,0,MIL -9.5,BRK 9,BRK 9
2/26/2022,DEN,SAC,0,1,DEN -8.0,SAC 8,DEN -8.0
2/26/2022,SAC,DEN,1,0,SAC 8.0,SAC 8.0,DEN -8
2/26/2022,WAS,CLE,1,1,WAS 8.5,WAS 8.5,WAS 8.5
2/25/2022,OKC,IND,1,0,OKC 8.0,OKC 8.0,IND -8
2/25/2022,NOP,PHO,1,1,NOP 6.5,NOP 6.5,NOP 6.5
2/25/2022,LAL,LAC,0,0,LAL -3.0,LAC 3,LAC 3
2/25/2022,LAC,LAL,1,1,LAC 3.0,LAC 3.0,LAC 3.0
2/25/2022,TOR,CHO,0,0,TOR -2.0,CHO 2,CHO 2
2/25/2022,PHI,MIN,1,0,PHI -2.5,PHI -2.5,MIN 2
2/25/2022,MIA,NYK,1,0,MIA -6.0,MIA -6.0,NYK 6
2/25/2022,CHO,TOR,1,1,CHO 2.0,CHO 2.0,CHO 2.0
2/25/2022,SAS,WAS,1,0,SAS -3.5,SAS -3.5,WAS 3
2/25/2022,WAS,SAS,0,1,WAS 3.5,SAS -3,WAS 3.5
2/25/2022,UTA,DAL,0,1,UTA -6.0,DAL 6,UTA -6.0
2/25/2022,HOU,ORL,0,0,HOU 3.5,ORL -3,ORL -3
2/25/2022,IND,OKC,0,0,IND -8.0,OKC 8,OKC 8
2/25/2022,MIN,PHI,0,0,MIN 2.5,PHI -2,PHI -2
2/25/2022,DAL,UTA,1,1,DAL 6.0,DAL 6.0,DAL 6.0
2/25/2022,NYK,MIA,0,0,NYK 6.0,MIA -6,MIA -6
2/25/2022,PHO,NOP,0,1,PHO -6.5,NOP 6,PHO -6.5
2/25/2022,ORL,HOU,1,0,ORL -3.5,ORL -3.5,HOU 3
2/24/2022,BOS,BRK,1,1,BOS -9.0,BOS -9.0,BOS -9.0
2/24/2022,MEM,MIN,0,1,MEM -2.0,MIN 2,MEM -2.0
2/24/2022,BRK,BOS,0,1,BRK 9.0,BOS -9,BRK 9.0
2/24/2022,DEN,SAC,1,0,DEN -4.0,DEN -4.0,SAC 4
2/24/2022,GSW,POR,1,0,GSW -10.0,GSW -10.0,POR 10
2/24/2022,PHO,OKC,1,1,PHO -10.5,PHO -10.5,PHO -10.5
2/24/2022,ATL,CHI,0,0,ATL 3.0,CHI -3,CHI -3
2/24/2022,SAC,DEN,0,0,SAC 4.0,DEN -4,DEN -4
2/24/2022,POR,GSW,0,1,POR 10.0,GSW -10,POR 10.0
2/24/2022,OKC,PHO,0,1,OKC 10.5,PHO -10,OKC 10.5
2/24/2022,CLE,DET,0,0,CLE -5.5,DET 5,DET 5
2/24/2022,MIN,MEM,1,1,MIN 2.0,MIN 2.0,MIN 2.0
2/24/2022,DET,CLE,1,0,DET 5.5,DET 5.5,CLE -5
2/17/2022,CHO,MIA,0,1,CHO 4.0,MIA -4,CHO 4.0
2/17/2022,NOP,DAL,0,0,NOP 2.5,DAL -2,DAL -2
2/17/2022,MIA,CHO,0,1,MIA -4.0,CHO 4,MIA -4.0
2/17/2022,LAC,HOU,1,0,LAC -10.5,LAC -10.5,HOU 10
2/17/2022,HOU,LAC,0,0,HOU 10.5,LAC -10,LAC -10
2/17/2022,PHI,MIL,1,0,PHI 6.5,PHI 6.5,MIL -6
2/17/2022,MIL,PHI,0,0,MIL -6.5,PHI 6,PHI 6
2/17/2022,DAL,NOP,1,1,DAL -2.5,DAL -2.5,DAL -2.5
2/16/2022,TOR,MIN,1,1,TOR -0.0,TOR -0.0,TOR -0.0
2/16/2022,DET,BOS,1,0,DET 12.5,DET 12.5,BOS -12
2/16/2022,BRK,NYK,1,0,BRK 4.5,BRK 4.5,NYK -4
2/16/2022,OKC,SAS,0,0,OKC 8.0,SAS -8,SAS -8
